sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
12,43,02,1469.51,812.17,1311.8,1.57
6,103,02,3993.24,1645.47,3702.16,1.47
89,70,03,1496.27,777.99,1354.9,1.54
88,80,03,524.33,486.16,411.62,1.91
80,12,01,1409.43,820.32,1238.9,1.63
87,90,03,809.47,539.12,674.1,1.83
107,67,03,1284.33,693.96,1173.09,1.47
106,77,03,1227.65,738.32,1065.63,1.69
47,1,03,2720.61,1033.81,2574.75,1.37
70,11,03,2480.92,982.84,2330.33,1.41
19,87,02,1852.26,785.83,1730.82,1.42
33,7,02,998.5,857.96,789.5,1.96
6,9,03,433.68,446.14,277.64,2.81
49,39,02,476.78,397.6,327.55,2.71
48,49,02,1208.28,726.02,1053.82,1.66
44,89,02,2052.0,937.5,1874.22,1.54
10,105,02,2109.56,658.17,2022.25,1.33
46,69,02,1299.17,784.63,1164.69,1.54
47,59,02,1295.87,583.35,1193.01,1.5
8,9,01,3183.84,910.39,3040.06,1.38
43,99,02,2272.14,1007.96,2079.28,1.52
45,79,02,1088.28,672.53,954.61,1.63
7,25,01,1833.55,1003.73,1643.9,1.56
5,45,01,1120.65,651.99,975.54,1.69
3,65,01,2571.48,1179.95,2360.47,1.5
4,55,01,1702.32,731.61,1578.17,1.45
2,75,01,2705.54,1578.13,2360.25,1.67
6,35,01,1086.13,627.49,968.06,1.57
2,82,03,1940.85,878.99,1754.95,1.58
85,92,03,1797.77,883.99,1627.37,1.56
86,82,03,305.9,224.46,275.49,1.49
88,62,03,1416.71,806.89,1225.43,1.71
3,72,03,2538.24,919.51,2404.21,1.37
9,12,03,742.69,561.82,615.24,1.78
7,32,03,2152.26,750.55,2039.38,1.38
107,85,03,1370.29,832.32,1202.15,1.62
106,95,03,1140.75,823.84,922.81,1.9
4,62,03,1855.06,833.48,1713.84,1.46
61,30,02,1721.98,902.19,1529.29,1.62
62,20,02,1600.42,825.08,1449.56,1.53
60,40,02,523.34,531.36,390.34,2.06
88,17,03,1366.79,925.97,1209.35,1.57
87,27,03,3350.83,1176.05,3114.73,1.51
82,77,03,524.95,409.87,437.14,1.76
85,47,03,522.23,447.8,340.93,3.07
86,37,03,1217.59,1014.75,930.83,2.08
78,107,01,842.1,574.11,754.0,1.52
84,57,03,376.54,358.02,263.75,2.44
29,3,01,2416.24,873.4,2290.15,1.37
102,14,01,2477.78,991.98,2334.1,1.4
101,24,01,2344.78,1371.64,2050.34,1.65
89,52,03,2330.04,795.32,2207.35,1.38
100,34,01,2391.77,976.72,2233.89,1.43
102,13,02,2575.64,1308.17,2311.48,1.58
71,88,03,736.28,495.55,638.06,1.65
75,48,03,1270.12,965.9,1037.79,1.86
73,68,03,1377.28,836.91,1193.49,1.68
74,58,03,958.02,474.74,819.91,2.0
22,102,02,2216.42,1146.51,1991.25,1.56
15,14,01,2623.42,1256.03,2416.65,1.47
11,54,01,1868.38,801.09,1634.24,1.98
77,28,03,1552.64,807.69,1377.81,1.63
12,44,01,1176.07,725.7,1038.79,1.58
81,87,03,1732.5,936.82,1578.36,1.5
54,89,01,1673.45,765.29,1543.54,1.47
57,59,01,1937.22,832.69,1784.12,1.55
53,99,01,1333.54,824.35,1156.16,1.68
10,64,01,2020.51,815.73,1902.33,1.39
36,88,02,402.35,441.95,303.99,1.91
55,79,01,795.61,546.14,659.42,1.85
76,38,03,2929.35,1002.95,2786.78,1.36
38,68,02,2251.05,1210.7,1997.44,1.61
14,24,01,2281.4,891.19,2127.27,1.48
56,69,01,843.48,617.07,665.85,2.1
39,58,02,2267.87,873.79,2122.29,1.43
87,72,03,2118.16,1021.46,1962.21,1.44
6,104,01,3128.29,1354.86,2890.74,1.47
87,91,02,470.73,382.29,321.22,2.83
88,81,02,727.28,659.21,535.56,2.28
89,71,02,1638.09,1045.5,1387.47,1.75
61,11,03,884.11,740.12,704.35,1.88
72,4,02,1988.15,954.65,1820.17,1.49
58,84,02,1730.02,801.64,1573.95,1.55
57,94,02,737.35,542.71,627.07,1.76
6,42,03,1036.91,639.6,903.8,1.65
59,74,02,271.64,341.64,159.57,3.17
13,101,03,2445.01,1060.95,2256.01,1.49
78,47,01,1712.39,1040.62,1495.4,1.66
74,87,01,810.5,453.38,647.15,2.41
75,77,01,126.74,258.76,67.89,2.93
42,101,01,2057.73,1012.88,1861.97,1.55
59,29,02,1756.85,600.48,1644.51,1.61
79,37,01,1638.44,1094.73,1389.82,1.73
53,89,02,1222.5,912.88,995.23,1.86
77,57,01,1215.7,845.54,1023.76,1.76
68,48,01,1087.61,791.28,907.16,1.79
64,88,01,439.66,495.83,197.47,4.89
65,78,01,2471.82,1293.56,2235.2,1.53
55,69,02,1536.1,733.46,1404.67,1.52
75,2,01,1662.4,693.77,1545.86,1.45
76,67,01,2224.57,662.66,2139.95,1.31
66,68,01,972.74,740.86,794.02,1.88
52,99,02,1670.79,637.77,1601.42,1.3
67,58,01,1155.06,420.46,1092.24,1.39
58,39,02,2618.14,1458.31,2373.85,1.5
49,85,01,3038.62,1407.89,2777.99,1.51
48,95,01,1689.75,1069.84,1453.49,1.71
105,96,03,2960.48,1082.32,2776.59,1.43
63,5,01,1819.25,817.82,1664.67,1.52
35,99,01,1646.78,941.43,1475.99,1.55
50,9,01,703.01,459.09,619.93,1.59
36,89,01,2255.57,1107.14,2045.84,1.53
94,92,03,1857.22,821.99,1696.98,1.52
106,86,03,1085.33,700.38,931.51,1.71
57,49,02,1495.14,748.8,1350.67,1.57
95,82,03,2262.91,1123.57,2059.58,1.53
107,76,03,1117.95,555.04,1025.15,1.49
1,92,03,3142.63,973.33,2985.16,1.39
99,42,03,1482.85,797.59,1327.71,1.58
99,61,02,1447.4,701.93,1304.43,1.58
96,91,02,738.3,471.42,652.44,1.6
51,101,01,2694.97,1131.08,2523.22,1.41
5,52,03,2984.39,1080.62,2828.12,1.38
96,72,03,1260.67,996.97,1027.15,1.86
28,86,03,1401.01,803.74,1252.17,1.57
29,76,03,2318.24,1172.1,2086.96,1.56
27,96,03,2341.62,1162.12,2106.01,1.58
42,6,03,1058.51,818.29,886.27,1.72
46,2,03,1269.0,820.13,1105.21,1.63
20,61,03,1153.12,674.17,1013.25,1.67
22,41,03,1897.46,904.08,1744.75,1.47
79,80,03,116.99,169.99,85.86,2.03
78,90,03,1187.63,810.15,984.22,1.82
25,11,03,1016.21,573.66,917.49,1.53
58,58,01,512.26,506.56,343.07,2.51
57,68,01,597.47,611.67,407.74,2.42
55,88,01,323.91,445.97,163.82,3.23
59,48,01,2159.6,784.26,2045.22,1.38
49,107,03,1614.46,818.33,1457.54,1.55
86,107,02,866.64,613.78,721.96,1.8
17,5,02,2960.82,771.4,2856.66,1.31
83,2,02,1905.25,991.48,1726.67,1.52
69,82,02,809.96,491.89,714.6,1.64
68,92,02,819.69,545.22,708.7,1.67
93,93,03,630.77,867.93,369.25,2.89
95,73,03,2391.64,930.43,2226.37,1.46
3,27,03,1854.02,729.45,1744.17,1.4
1,47,03,3221.23,1395.25,2989.78,1.46
94,83,03,1860.97,1284.77,1620.43,1.61
32,22,03,1947.47,834.11,1813.92,1.44
96,63,03,1219.92,711.7,1055.81,1.69
31,32,03,1784.44,805.06,1642.81,1.49
30,42,03,1163.53,649.99,1047.94,1.55
33,12,03,423.62,511.37,241.86,2.8
29,96,01,1713.58,1060.25,1475.19,1.7
44,6,01,1832.03,858.26,1691.38,1.45
65,3,01,2089.6,773.88,1966.98,1.43
46,79,01,828.61,566.42,698.55,1.85
44,99,01,2015.12,994.22,1802.99,1.6
6,80,01,2020.09,902.03,1853.38,1.5
5,90,01,2572.13,1034.76,2399.58,1.44
106,2,03,2300.35,1105.93,2088.95,1.53
47,69,01,2382.61,1090.1,2119.4,1.66
7,70,01,2944.29,1026.09,2795.28,1.37
45,89,01,1615.55,1134.27,1307.93,2.02
9,50,01,905.78,626.88,769.67,1.71
48,59,01,2071.38,823.97,1939.38,1.42
6,17,01,2161.19,1048.39,1997.66,1.44
3,47,01,3287.61,1186.58,3117.21,1.37
14,101,02,3117.1,1062.27,2957.42,1.38
2,57,01,2772.83,1377.21,2481.35,1.61
5,27,01,1588.57,762.1,1460.31,1.48
35,4,03,1626.16,830.49,1458.09,1.57
67,107,03,1097.88,577.31,1004.08,1.47
7,43,01,2222.77,1021.07,2040.99,1.51
2,93,01,2590.6,1072.39,2397.31,1.48
2,28,03,2403.55,1277.64,2109.13,1.74
5,63,01,1723.12,796.07,1579.5,1.5
13,103,01,2769.81,1066.43,2624.76,1.37
4,73,01,1677.34,696.2,1568.79,1.42
6,53,01,1358.3,917.49,1164.85,1.68
83,95,02,1631.24,888.13,1472.09,1.53
86,65,02,1054.76,759.91,858.86,1.89
89,35,02,2553.69,1200.28,2332.6,1.51
96,105,03,2443.87,1021.85,2271.16,1.45
88,45,02,1704.83,886.47,1533.58,1.57
53,11,02,641.34,583.87,507.16,1.9
50,41,02,2587.65,1476.11,2294.5,1.59
84,85,02,1182.23,755.99,1023.36,1.67
78,73,02,2421.28,1126.34,2237.65,1.45
77,83,02,109.35,160.82,75.65,2.13
96,47,01,1146.35,655.44,1023.41,1.58
76,1,01,3166.98,1173.23,2996.7,1.38
92,87,01,1546.56,715.8,1435.81,1.44
107,2,02,1974.59,1049.94,1768.81,1.57
93,77,01,1500.32,925.99,1281.49,1.77
76,93,02,636.93,468.33,444.3,2.86
85,75,02,1907.39,842.1,1754.1,1.49
44,79,03,1958.14,980.64,1756.76,1.64
95,57,01,993.56,481.83,897.33,1.63
79,63,02,454.39,410.2,373.4,1.75
99,17,01,2610.53,1176.08,2394.9,1.5
49,29,03,1650.82,723.67,1534.33,1.44
42,50,01,1137.95,713.79,987.66,1.67
40,70,01,1526.66,887.56,1371.81,1.54
47,49,03,2144.34,890.5,2007.49,1.42
41,60,01,2643.45,1197.4,2416.03,1.52
46,10,01,2559.2,1638.05,2222.52,1.65
87,107,01,1066.77,709.21,909.17,1.73
43,89,03,2054.69,902.78,1876.45,1.58
43,40,01,675.66,471.88,550.65,1.91
45,20,01,1360.15,868.36,1198.47,1.61
77,56,02,232.39,288.17,180.15,1.91
75,76,02,1369.35,726.64,1234.08,1.55
25,100,01,1453.0,983.34,1212.15,1.79
76,66,02,2520.93,1113.67,2319.46,1.5
44,30,01,928.02,621.58,791.41,1.72
22,9,02,328.08,303.51,252.24,2.01
42,99,03,1585.15,828.36,1440.34,1.52
73,96,02,1564.51,873.91,1389.84,1.6
87,55,02,2441.37,867.2,2313.51,1.38
79,36,02,850.32,527.19,749.7,1.61
45,69,03,551.16,414.44,448.51,1.9
71,20,02,1475.13,644.39,1389.12,1.37
70,30,02,2108.77,779.2,1983.38,1.43
48,39,03,954.09,724.73,786.83,1.83
37,77,03,1338.03,865.06,1149.33,1.72
39,57,03,1454.88,884.67,1212.87,1.89
38,67,03,687.09,286.01,650.07,1.36
76,56,03,1975.37,893.47,1804.69,1.56
79,26,03,974.15,842.51,802.48,1.75
50,7,03,806.62,489.17,718.44,1.57
72,96,03,1114.94,738.74,942.57,1.76
73,86,03,689.74,468.19,596.96,1.66
38,1,03,2996.1,1122.43,2816.14,1.41
82,69,02,1024.84,627.07,899.97,1.62
87,19,02,1897.58,707.35,1794.2,1.38
36,87,03,2905.06,911.88,2780.21,1.34
86,29,02,1629.32,1026.7,1404.08,1.68
31,41,03,1954.11,880.7,1802.26,1.47
32,31,03,1722.11,490.0,1658.59,1.31
84,49,02,1526.85,888.18,1343.04,1.64
34,11,03,1718.03,777.99,1581.99,1.49
81,79,02,589.25,409.23,517.42,1.61
96,92,01,579.88,474.68,460.81,1.91
99,62,01,1684.35,951.04,1464.69,1.7
30,51,03,1305.4,646.44,1182.75,1.55
85,39,02,2184.67,844.9,2054.16,1.4
75,66,03,451.41,363.49,374.92,1.75
80,89,02,1333.27,813.39,1152.87,1.69
55,68,03,1664.79,875.2,1473.39,1.64
53,88,03,1477.71,816.07,1316.94,1.58
57,48,03,453.46,377.98,332.79,2.33
59,28,03,2277.01,863.41,2144.45,1.4
28,3,02,2137.89,791.49,2029.31,1.36
86,19,03,1783.77,953.98,1617.62,1.51
93,75,03,1571.12,1036.04,1318.24,1.84
58,38,03,719.31,434.13,643.67,1.56
10,28,01,2753.8,962.42,2619.02,1.36
11,18,01,2265.23,1071.62,2081.43,1.48
91,95,03,1009.37,883.04,700.77,2.57
85,29,03,1259.42,714.15,1105.59,1.66
77,46,03,749.28,494.85,669.55,1.55
94,65,03,1453.22,877.09,1291.3,1.59
81,4,02,2147.04,1078.12,1937.51,1.55
69,64,02,1105.17,580.29,987.5,1.61
67,84,02,2656.57,1291.13,2405.41,1.55
92,85,03,1982.38,1207.39,1754.76,1.59
81,10,02,2931.96,1266.92,2733.17,1.42
80,20,02,1450.34,666.38,1348.88,1.43
70,5,03,2575.59,1007.13,2409.06,1.43
58,65,03,2071.69,1017.42,1876.89,1.56
84,39,03,1340.46,1020.89,1083.92,1.88
59,55,03,3670.26,1092.82,3515.88,1.34
57,75,03,1099.03,747.37,920.05,1.82
83,49,03,757.83,506.31,657.36,1.68
55,95,03,2274.51,684.68,2171.16,1.36
80,79,03,104.54,122.5,86.53,1.73
105,88,02,2081.31,886.41,1950.28,1.4
107,68,02,912.87,761.09,700.51,2.08
58,93,02,2760.47,1068.71,2608.5,1.38
106,78,02,1157.45,485.65,1101.14,1.33
73,3,02,2233.73,1204.37,2036.89,1.48
95,55,03,2522.49,1277.59,2291.68,1.53
100,15,02,2101.46,1223.33,1837.76,1.65
50,14,02,3287.92,1387.7,3055.46,1.45
81,69,03,714.28,539.67,590.94,1.83
96,45,03,1519.08,980.44,1294.77,1.74
106,3,02,3073.84,1222.72,2829.66,1.51
101,7,03,2080.62,1058.62,1885.16,1.53
48,2,01,1483.36,823.94,1332.95,1.54
99,15,03,1967.76,1078.48,1738.04,1.63
7,14,03,2478.39,801.87,2372.85,1.33
6,24,03,902.17,643.17,755.78,1.77
5,34,03,2675.46,915.51,2535.95,1.38
12,104,01,2390.55,1214.77,2158.05,1.55
4,44,03,2486.15,1182.35,2328.99,1.38
103,7,01,3236.18,1066.63,3079.42,1.37
2,64,03,2045.76,867.58,1867.25,1.55
53,12,01,429.25,466.45,310.57,2.16
52,22,01,2569.63,1116.11,2392.25,1.43
76,76,01,661.22,602.19,495.03,2.16
75,86,01,245.14,314.69,181.79,1.93
79,46,01,612.66,512.38,515.86,1.76
61,7,01,1132.74,802.84,961.79,1.7
47,87,01,1260.94,691.41,1116.92,1.62
77,66,01,391.42,319.91,320.55,1.82
50,42,01,1045.59,705.68,907.96,1.65
48,77,01,1401.72,953.12,1199.15,1.71
102,31,02,2466.43,1056.3,2213.31,1.65
104,11,02,2569.27,1285.37,2328.45,1.53
101,41,02,1891.43,735.26,1773.43,1.42
31,9,02,1392.22,805.65,1215.64,1.67
18,79,02,1939.58,725.9,1823.65,1.41
34,5,03,2794.08,1154.41,2609.27,1.43
17,6,01,2174.94,807.48,2060.73,1.37
19,95,03,2259.63,791.07,2129.03,1.42
79,45,02,1113.83,668.15,966.14,1.73
77,65,02,995.94,735.54,805.61,1.91
75,85,02,1627.06,893.69,1447.47,1.59
76,75,02,2067.49,1046.7,1851.55,1.6
78,55,02,2351.98,834.07,2222.14,1.4
48,57,03,565.84,414.45,455.17,2.03
46,77,03,1042.38,564.3,930.88,1.6
47,67,03,1745.47,887.44,1588.68,1.57
45,87,03,2816.81,1188.08,2556.71,1.72
49,47,03,2463.63,1146.27,2270.29,1.48
79,106,01,916.74,646.18,794.32,1.64
35,11,02,1145.37,1006.25,857.63,2.15
30,61,02,1578.43,791.31,1441.76,1.5
50,13,03,1230.72,696.5,1110.7,1.53
32,41,02,1275.5,652.49,1131.21,1.68
46,96,02,1936.32,957.02,1767.77,1.51
61,6,02,1300.49,845.97,1125.08,1.66
22,25,01,1047.8,667.36,924.81,1.58
23,15,01,838.65,547.66,718.21,1.69
20,45,01,1454.86,800.9,1322.94,1.52
48,76,02,2232.55,1120.61,2012.54,1.56
10,18,02,460.7,308.01,394.47,1.72
49,66,02,383.84,362.25,261.24,2.62
33,31,02,339.4,317.75,271.42,1.96
31,34,01,1281.22,660.74,1146.2,1.59
32,24,01,1702.55,713.59,1593.82,1.42
47,86,02,1896.1,930.92,1731.68,1.5
30,44,01,951.3,698.22,811.04,1.68
22,8,03,3555.19,1106.53,3413.56,1.32
50,101,02,1475.0,1068.71,1198.85,1.87
55,4,01,2075.4,1027.0,1882.14,1.53
64,78,02,2204.89,618.82,2130.49,1.29
65,68,02,335.72,395.64,218.13,2.67
88,18,02,2047.18,1201.7,1805.35,1.62
93,57,03,2088.13,1191.29,1794.91,1.75
94,47,03,936.82,635.13,785.47,1.82
86,38,02,2155.36,1131.76,1954.02,1.51
68,38,02,2079.83,1051.96,1869.24,1.62
82,78,02,1977.52,622.82,1886.9,1.37
92,67,03,1684.3,775.76,1587.02,1.36
63,88,02,1032.06,645.81,895.99,1.67
106,69,02,1541.75,845.53,1377.84,1.62
81,88,02,674.67,614.7,503.6,2.18
107,59,02,2107.18,862.63,1960.75,1.46
69,28,02,1612.08,774.23,1486.32,1.46
103,99,02,1623.32,678.44,1512.41,1.48
83,68,02,568.72,515.15,429.34,2.1
90,87,03,731.67,448.24,641.5,1.65
104,89,02,1442.21,673.74,1325.1,1.49
67,48,02,2716.53,1258.89,2515.88,1.44
87,28,02,2362.36,917.25,2199.99,1.47
96,27,03,2226.11,1016.45,2022.34,1.56
101,9,01,1807.82,820.58,1668.65,1.47
85,48,02,1333.87,708.84,1187.53,1.64
91,77,03,1627.65,912.4,1450.35,1.59
50,51,01,1644.99,1002.26,1432.26,1.64
54,11,01,2173.94,872.81,2024.27,1.45
84,58,02,1477.62,782.38,1312.62,1.61
4,27,02,1434.43,964.54,1258.07,1.59
10,27,02,2306.47,796.04,2157.08,1.48
2,107,02,2880.25,1418.27,2570.17,1.62
1,57,02,3071.67,1260.31,2814.38,1.54
11,17,02,1749.96,702.64,1634.29,1.43
5,17,02,2679.37,1054.02,2452.35,1.58
2,47,02,3105.71,1367.45,2881.49,1.46
15,7,02,345.34,350.86,262.18,2.03
2,55,03,1974.71,951.52,1763.65,1.62
3,45,03,2156.9,867.41,2004.26,1.46
17,99,01,2415.55,906.27,2269.91,1.42
6,15,03,665.78,539.6,527.85,1.93
32,9,01,1484.87,856.25,1311.13,1.62
47,76,03,2476.2,919.33,2336.89,1.4
45,96,03,1456.87,858.4,1261.97,1.7
49,56,03,372.81,367.44,260.33,2.44
4,35,03,1470.61,587.88,1374.16,1.43
19,79,01,2019.21,953.58,1858.3,1.47
22,23,03,798.24,322.12,737.04,1.52
30,15,03,764.73,477.06,673.04,1.61
5,25,03,1059.63,569.45,940.65,1.64
60,6,03,1139.3,568.38,1044.45,1.48
39,1,02,1063.68,676.73,962.91,1.49
69,106,02,1112.61,521.24,1021.76,1.49
46,86,03,974.97,520.94,879.9,1.55
48,66,03,1577.42,1014.76,1348.74,1.72
1,65,03,2622.48,1142.53,2410.72,1.52
61,100,01,1787.32,971.75,1597.09,1.57
80,5,02,2387.63,1205.81,2155.29,1.55
65,95,02,1635.13,879.48,1456.49,1.59
69,55,02,1136.73,602.78,1022.49,1.56
68,65,02,357.47,391.24,240.87,2.65
25,7,01,1441.39,749.69,1314.09,1.5
26,6,01,863.63,663.33,732.21,1.67
42,41,01,1689.73,991.12,1502.42,1.61
45,11,01,412.85,447.32,304.11,2.09
11,80,02,1666.35,954.6,1468.98,1.64
17,20,02,647.15,499.88,505.91,2.22
40,61,01,1952.3,988.88,1768.69,1.53
18,10,02,428.75,306.64,364.42,1.78
14,50,02,3332.4,1264.26,3141.85,1.39
13,60,02,1383.68,805.49,1217.33,1.65
15,40,02,1183.39,794.71,1022.7,1.65
12,70,02,2102.66,903.1,1941.34,1.51
101,100,03,666.21,546.55,539.97,1.85
9,100,02,1973.82,1169.56,1726.7,1.66
32,7,03,2426.71,997.75,2274.24,1.42
19,77,03,1960.16,971.51,1779.71,1.53
21,9,03,1110.37,886.55,844.87,2.34
29,77,02,1555.14,999.55,1355.37,1.63
85,85,01,411.6,485.21,261.24,2.57
88,55,01,583.37,569.03,435.21,2.21
42,7,02,1067.88,831.57,853.69,1.9
87,65,01,2197.88,1031.62,1998.96,1.54
28,87,02,2527.12,1054.63,2327.79,1.52
86,75,01,246.11,370.14,170.61,2.03
65,2,02,1509.17,714.25,1389.62,1.47
89,45,01,1394.45,947.71,1170.78,1.77
107,1,03,2355.11,1151.46,2145.88,1.51
99,70,02,2482.62,1145.19,2281.41,1.49
45,5,01,1021.44,696.07,871.39,1.74
84,95,01,1154.64,869.43,982.8,1.68
99,24,03,1719.16,814.42,1557.24,1.56
92,94,03,1964.69,1025.1,1731.21,1.65
13,43,01,1202.31,776.6,1043.49,1.66
7,103,01,3775.04,1495.87,3514.44,1.47
10,73,01,2015.56,786.91,1893.52,1.41
45,3,03,1727.23,573.08,1644.05,1.37
30,33,03,780.52,507.85,651.24,1.81
15,23,01,838.54,705.84,694.87,1.72
95,64,03,2453.66,1241.79,2216.82,1.56
11,63,01,1010.42,674.1,859.19,1.72
87,54,03,1430.7,1059.12,1229.06,1.66
84,84,03,563.45,775.18,290.39,3.56
12,53,01,453.8,445.83,332.85,2.12
89,34,03,2546.35,1433.05,2271.34,1.57
68,66,01,914.25,820.76,719.9,1.94
66,86,01,701.06,658.32,573.23,1.76
80,6,01,1999.29,1031.56,1818.51,1.5
65,96,01,803.54,687.83,634.8,1.93
85,74,03,927.09,438.82,822.36,1.71
67,76,01,1999.75,823.05,1909.66,1.31
66,93,03,1587.39,843.39,1437.29,1.53
68,73,03,1057.14,656.59,936.85,1.58
69,63,03,211.72,252.93,173.57,1.71
69,56,01,837.39,1204.4,477.3,3.05
81,3,03,2529.31,1053.03,2362.14,1.43
4,28,01,1954.91,901.93,1821.91,1.42
2,48,01,2293.72,1340.07,2011.82,1.65
65,1,03,1774.83,917.0,1614.73,1.52
93,84,03,1806.26,1077.17,1537.93,1.77
86,64,03,600.48,393.63,525.38,1.63
96,54,03,1748.39,860.93,1580.61,1.55
88,44,03,2438.41,1444.34,2169.79,1.57
83,85,03,1968.46,1083.89,1750.11,1.61
12,102,03,2004.72,1090.16,1769.97,1.63
89,25,03,1467.87,836.99,1299.94,1.61
82,95,03,1973.49,965.11,1800.85,1.51
83,94,03,1620.88,852.64,1463.92,1.54
57,1,02,1952.84,904.4,1803.85,1.46
85,65,03,1850.81,958.65,1644.71,1.63
101,15,01,1654.44,901.97,1489.24,1.54
100,25,01,1830.52,1213.84,1511.24,1.85
105,5,01,1142.63,549.8,1063.55,1.42
42,12,03,1025.34,702.6,863.47,1.78
86,55,03,584.86,374.85,515.46,1.6
41,22,03,2869.32,1322.92,2632.61,1.5
84,75,03,762.31,615.7,620.49,1.83
40,32,03,2872.39,1010.77,2722.52,1.37
88,35,03,632.75,760.34,451.64,2.11
87,45,03,2679.66,1115.54,2468.07,1.51
37,88,01,1103.13,560.3,981.66,1.62
39,68,01,879.17,685.46,724.68,1.82
89,103,03,1959.41,997.26,1778.51,1.55
38,78,01,920.04,516.15,852.46,1.46
77,107,02,797.66,598.08,659.04,1.82
37,2,03,1950.77,1678.0,1624.51,1.71
62,88,03,1178.97,614.12,1057.05,1.57
68,28,03,1210.19,725.53,1057.03,1.67
67,38,03,701.61,407.27,646.64,1.48
49,84,02,1737.55,891.08,1560.08,1.58
48,94,02,1272.26,787.85,1126.63,1.61
66,48,03,1360.02,951.54,1184.54,1.64
64,68,03,1451.91,865.25,1240.16,1.75
64,96,02,1695.11,909.83,1500.63,1.63
65,86,02,945.23,659.83,797.26,1.75
68,56,02,967.61,864.42,762.63,2.01
66,76,02,1844.82,782.04,1719.72,1.43
30,53,01,599.55,422.03,506.15,1.79
65,58,03,1847.5,918.61,1672.03,1.54
69,46,02,968.53,541.47,872.98,1.53
107,96,01,297.18,329.64,177.25,3.09
32,60,01,2837.68,1098.85,2629.99,1.49
36,20,01,654.92,469.87,534.3,1.95
35,30,01,1550.07,946.24,1336.21,1.71
34,40,01,2694.06,1104.76,2513.03,1.43
10,81,02,3364.92,1321.61,3136.03,1.45
15,31,02,855.72,544.76,718.72,1.86
30,80,01,1265.38,836.6,1099.93,1.64
82,87,02,2186.6,936.63,2035.76,1.44
14,41,02,650.47,384.8,551.6,1.85
83,77,02,137.07,178.61,103.2,2.02
99,52,02,2002.15,631.11,1923.98,1.31
96,82,02,1312.2,820.42,1135.15,1.68
27,3,03,1657.19,1021.19,1499.27,1.5
95,92,02,1749.37,938.35,1546.31,1.65
85,57,02,1079.13,651.24,929.99,1.75
33,50,01,467.22,461.88,337.78,2.1
84,67,02,2468.51,1477.91,2209.38,1.54
12,61,02,1218.64,669.02,1090.96,1.58
86,47,02,1966.16,974.65,1764.98,1.58
7,24,02,895.07,561.6,759.74,1.8
8,14,02,1053.11,680.68,832.95,2.41
79,91,01,1523.07,665.27,1423.02,1.42
6,34,02,2149.51,1203.36,1941.12,1.53
3,64,02,2420.24,765.1,2311.31,1.35
102,12,03,1840.74,1114.93,1576.3,1.73
101,22,03,1654.94,927.44,1474.45,1.58
1,84,02,3079.27,1261.23,2803.24,1.57
100,32,03,2670.29,809.18,2562.88,1.33
26,21,01,609.64,360.33,531.6,1.66
25,31,01,1724.95,821.69,1567.49,1.54
27,11,01,557.97,594.71,410.97,2.03
17,11,02,1914.59,855.31,1752.58,1.52
24,41,01,1757.61,985.78,1599.57,1.49
5,44,02,1884.35,811.1,1753.17,1.45
106,10,01,2562.94,995.68,2401.46,1.42
100,70,01,2676.09,1417.69,2385.25,1.59
20,81,01,2117.03,718.89,2002.25,1.4
102,50,01,1437.17,964.11,1196.12,1.81
24,7,02,768.16,596.7,602.85,2.01
103,40,01,1998.43,857.54,1842.8,1.5
22,61,01,534.58,418.4,460.29,1.62
44,88,03,2444.85,1024.11,2268.76,1.46
20,26,02,461.13,423.93,319.33,2.48
89,44,02,1827.71,953.48,1642.71,1.56
87,64,02,2426.03,910.87,2284.9,1.4
95,93,01,1520.34,952.71,1282.56,1.77
99,53,01,1827.18,1090.18,1563.67,1.75
96,83,01,677.64,596.5,540.73,1.87
84,94,02,817.23,812.9,665.3,1.74
46,68,03,1800.47,891.39,1626.67,1.56
11,71,02,1550.52,945.0,1347.45,1.68
85,84,02,1451.79,909.99,1257.93,1.69
101,60,01,1123.4,747.39,959.68,1.72
88,27,02,620.46,430.91,534.35,1.66
47,58,03,590.18,410.57,478.31,2.0
105,10,02,1966.06,642.83,1876.4,1.35
102,40,02,1967.62,1199.21,1645.45,1.84
38,77,02,2129.3,1091.18,1874.49,1.79
100,60,02,1507.1,1134.67,1144.0,2.15
104,30,01,2331.18,1083.15,2130.8,1.51
107,58,03,1930.17,894.34,1771.81,1.49
103,30,02,2764.13,1068.84,2585.93,1.43
38,2,02,2389.48,841.87,2269.48,1.36
104,88,03,2239.06,979.61,2073.42,1.46
101,50,02,1353.3,897.13,1156.7,1.71
106,68,03,1342.7,987.58,1038.91,2.09
70,100,01,2153.39,980.69,1979.36,1.49
48,48,03,528.2,705.0,329.3,2.67
28,2,03,1506.0,639.76,1406.26,1.43
49,38,03,2278.0,881.8,2147.84,1.39
6,25,02,1828.09,951.74,1642.97,1.56
4,45,02,1680.91,879.57,1507.08,1.56
101,102,01,334.34,354.37,229.19,2.56
5,35,02,1771.98,640.91,1673.76,1.4
87,106,02,1081.24,644.09,976.22,1.51
89,81,01,735.99,728.13,551.89,2.03
88,91,01,1853.87,773.02,1725.27,1.44
3,55,02,2276.88,828.84,2158.1,1.37
51,50,01,1663.07,565.76,1578.3,1.38
50,60,01,263.55,300.88,164.05,2.78
20,27,01,585.52,453.51,454.54,2.04
